username,score,purple,legendaries,userId
BabinEvgen1,62400.00,24000,16,1780057518
Poncexy,62000.00,20000,21,6630425383
6938368308,62000.00,20000,21,6938368308
Sim767,61893.00,15870,29,8238516189
Quantumm,61790.00,16700,27,835371413
wasimrizko,61600.00,28000,12,5217772339
MikhMan,61544.00,21980,18,333542722
Xeny1,61200.00,18000,24,5156276198
motophone_downtown,61200.00,18000,24,7518735320
ThandaButhelezi,61200.00,17000,26,1563746205
Sergey9k,61200.00,17000,26,438476031
Solanagirrl,61200.00,17000,26,5319540335
serventy,61200.00,17000,26,7962525029
8087055999,61074.00,15660,29,8087055999
BRielan,60900.00,21000,19,2055413812
vtretiakov,60900.00,21000,19,611891135
acepele89,60900.00,21000,19,7139070735
VreyGod,60900.00,21000,19,7280158621
kurawbu,60900.00,21000,19,8346597816
DK_1307,60800.00,19000,22,410532380
MikiProvince,60800.00,16000,28,329418350
car0l,60800.00,16000,28,7672443614
7626794814,60791.00,19610,21,7626794814
OdysseysShake,60669.00,22470,17,388689675
svskumar,60200.00,14000,33,318401353
Jaeger52,60000.00,25000,14,683287911
boltikova,60000.00,24000,15,569256146
1616092442,60000.00,20000,20,1616092442
AKCAHOM,60000.00,20000,20,771280033
xfenix1988x,60000.00,20000,20,844454912
niloy679,59862.00,18140,23,1157699122
Kucherrrro,59800.00,23000,16,1102833966
OrionBreakneck,59800.00,23000,16,7895756083
nastasiya_vyl,59500.00,17000,25,585340352
Chanix10,59488.00,22880,16,1021885012
7227823386,59400.00,18000,23,7227823386
trideniz,58994.00,22690,16,7049624393
idaw02,58900.00,19000,21,6310352001
7848942321,58900.00,19000,21,7848942321
Borellus,58800.00,21000,18,1429627434
ArtOfMassages,58800.00,21000,18,6999381040
keisuke19870616,58800.00,21000,18,7073712514
mariamy_1,58754.00,20260,19,7069831592
kienvuo,58682.00,7930,64,8065645928
kolatzy,58673.00,25510,13,1180182691
DimCamon,58630.00,22550,16,6797570996
bobovich222,58500.00,15000,29,5191133059
Arling49,58500.00,15000,29,727665827
whekani,58500.00,15000,29,7870335586
UsikMona,58324.00,20830,18,7275296988
vov9719,58212.00,16170,26,687401095
lana7202,58100.00,23240,15,1926293335
Juiiol,58000.00,29000,10,5917762536
Timur_Ribalchenko,58000.00,20000,19,7034985942
7375577760,58000.00,20000,19,7375577760
RinatMA64,57970.00,17050,24,1185535474
Nastua_Nastusha,57882.00,26310,12,240324260
alexander3891,57800.00,17000,24,293684864
RocksAditya,57800.00,17000,24,800619510
BBC1389,57600.00,24000,14,842229606
genichimajiko,57600.00,18000,22,1717227927
nadyapachina,57600.00,18000,22,318714063
fitrifin,57600.00,18000,22,6388811961
gusdewa92,57600.00,18000,22,6636095544
algera2,57600.00,16000,26,7612836340
mahyudinn,57500.00,25000,13,7556783565
Igor7546788,57500.00,23000,15,6796705143
mangga671,57500.00,23000,15,7722214773
Roman_LZ7,57412.00,18520,21,660533255
ykot28,57408.00,17940,22,407963883
kulikov_biz,57365.00,16390,25,902351961
LmaoLLLq,57280.00,17900,22,6856821968
Lusik2,57200.00,22000,16,460020156
AigaIscenko,57000.00,30000,9,1712114382
7984896899,57000.00,30000,9,7984896899
narksu,57000.00,15000,28,192343819
Uzpelkiene,57000.00,15000,28,358234481
keisuke1987,56700.00,21000,17,65671538
Melamory75,56700.00,21000,17,7042768236
meegaCats,56700.00,21000,17,7432128241
cJiQPo,56610.00,18870,20,7443290908
7362764993,56000.00,28000,10,7362764993
NVnight,55900.00,43000,3,519938217
MannyAntoni,55900.00,13000,33,6345955249
sukongg10,55900.00,13000,33,8119109825
kazuthaioka,55804.00,19930,18,7277037848
PeterLndO,55725.00,22290,15,354732092
tonyyyyy123,55104.00,17220,22,1330123722
wichopino,55100.00,19000,19,1405804155
EthereaSkye,55000.00,25000,12,6197863333
EvgIust,54990.00,18330,20,124664652
MikePatt,54600.00,21000,16,1431509805
GhasemiBoy,54600.00,21000,16,7185213553
Natali_Berezneva,54460.00,19450,18,699967839
psyho_logy,54400.00,16000,24,2120766776
Romjk9,54056.00,18640,19,7601012766
chikaqyu,54000.00,20000,17,2129922780
bakhteevrr,54000.00,18000,20,1039978897
nicknsk,54000.00,15000,26,164867630
TrueYAMA,53784.00,19920,17,1830055948
licht6q,53599.00,17290,21,5206082071
polzovatelbbbb,53550.00,17850,20,6784986419
rryujinsilog,53534.00,20590,16,7019547351
Jerolli,53316.00,14810,26,363394371
brydges_1941,53200.00,19000,18,6354502317
alkairalf,53200.00,19000,18,6404327267
alexeisaleev,53200.00,19000,18,681409719
BobbyLimpangog,53200.00,19000,18,7058780627
sucrs3,53200.00,19000,18,7183114516
1733219188,52900.00,23000,13,1733219188
QuadriTri,52800.00,16000,23,1361795466
JhAnd5,52700.00,17000,21,1147244959
reyesreynaldo500,52700.00,17000,21,5623524581
7315949289,52607.00,16970,21,7315949289
Zhuchara322,52500.00,25000,11,114908306
evhenii_trs,52500.00,21000,15,366527506
Serginio777,52500.00,21000,15,505679114
Liza_Podavan,52500.00,21000,15,7905402865
ValentinRijov,52452.00,16920,21,700518899
Kriver9,52160.00,16300,22,1511339605
lilly_lena,52000.00,20000,16,457365559
Gogolek0,51876.00,15720,23,8325211441
421379017,51700.00,47000,1,421379017
2093798465,51600.00,43000,2,2093798465
maks_ukraine,51520.00,14720,25,549037892
7980087011,51450.00,20580,15,7980087011
life_debug_config,51300.00,19000,17,511481747
7785494278,51200.00,16000,22,7785494278
8052899884,51200.00,16000,22,8052899884
Gennadiy_Dnepr,51168.00,19680,16,225782761
bogdanov_vasili,51000.00,17000,20,278857608
rezkydrops,51000.00,17000,20,6652274521
Meloystv,50800.00,12700,30,7165987414
weizob,50715.00,22050,13,7183935425
saveliy59,50700.00,39000,3,448715519
alextigerv,50700.00,39000,3,5416107807
valeriy777str,50700.00,39000,3,7869436979
DonaldTx,50600.00,22000,13,7321037213
AlexKoli84,50400.00,28000,8,1024407587
Buba_Kastorskii,50400.00,24000,11,6403191118
Igor9120,50400.00,21000,14,7042323423
phayu94,50400.00,18000,18,1122604751
Ho1dher0,50400.00,18000,18,496611188
konstr_olga,50400.00,18000,18,559959288
ChienView,50400.00,18000,18,6684903378
Alex01_0_0,50316.00,17970,18,1151007427
alexodessit,50250.00,16750,20,1122016519
Jonii42cm,50220.00,27900,8,7271712322
Amiksor,50000.00,25000,10,689232279
lev_xo,50000.00,20000,15,222327278
TimToney21,49644.00,23640,11,361816551
nt_kvl,49600.00,31000,6,268027060
7222680740,49600.00,16000,21,7222680740
celinenai,49600.00,16000,21,7984849473
lakerxxx,49500.00,15000,23,246907739
AlexDezhko,49445.00,15950,21,405681915
Airtexx,49400.00,19000,16,1002612407
Manzhura63,49400.00,19000,16,5138253133
thanvu125,49400.00,19000,16,6189158256
surobard,49300.00,17000,19,300558005
Kiribas_IDKFA,49300.00,17000,19,337929821
elektrocat,49300.00,17000,19,581104391
Krisstalik2334,49300.00,17000,19,5861428096
rypetype,49300.00,17000,19,6587894951
6970076277,49300.00,17000,19,6970076277
Vic1947,49260.00,16420,20,7382343499
7169306135,49000.00,35000,4,7169306135
Nem0ss,48600.00,27000,8,770871852
DeTeKTuB,48600.00,18000,17,203658785
pegons,48600.00,18000,17,370991732
squall78,48425.00,19370,15,450333910
h0tah,48300.00,23000,11,231613717
7360006299,48300.00,23000,11,7360006299
Atheness,48300.00,21000,13,1272903186
Sergii_K1,48300.00,21000,13,944958482
CriptoVSB,48000.00,30000,6,1593564683
6790366466,48000.00,20000,14,6790366466
ykot10,48000.00,16000,20,5831113095
6507699416,48000.00,16000,20,6507699416
Arushisandhu,48000.00,16000,20,7083654819
8442754432,48000.00,15000,22,8442754432
rodinma,47970.00,31980,5,1120212114
Maxyjrs,47820.00,15940,20,6598439813
Be2KoS,47628.00,17640,17,1220038226
8146163487,47600.00,34000,4,8146163487
getgem_scout,47600.00,28000,7,453173351
Clicker_vtg,47600.00,14000,24,7419714536
Micvaldez04,47585.00,15350,21,5029141019
harshit6393,47500.00,19000,15,1699880389
tomaswadep,47500.00,19000,15,6241156650
eviboj,47500.00,19000,15,6556404285
Thansau9z,47500.00,19000,15,7775121316
Skrillvip,47216.00,18160,16,742264856
Nycto_37,47160.00,15720,20,6808521009
bulent4343,46928.00,16760,18,1022055102
Artem_Chebotarev2024,46800.00,39000,2,5282570639
Albert_lain,46800.00,39000,2,681819236
MarksonL33t,46800.00,39000,2,819325194
LeoBroncos,46800.00,36000,3,579515680
674439027,46800.00,36000,3,674439027
Worden_Aleksandr,46800.00,26000,8,741113595
Oleh777L,46800.00,18000,16,6945500330
Vodnoy,46788.00,16710,18,438595751
Vladimir99227,46592.00,17920,16,6539285521
Azss26,46592.00,17920,16,825868793
DAV197726,46500.00,15000,21,180107873
exit346,46488.00,19370,14,2100506881
Atamsik,46400.00,16000,19,482408283
andrynikit,46326.00,22060,11,6500393447
K01LW,46304.00,14470,22,1823801678
Aleksandr_A_Kravtsov,46200.00,33000,4,390115258
ProKiliC,46200.00,14000,23,637927622
Sugeryi,46172.00,16490,18,6473152692
star_tx,46000.00,23000,10,518242217
Tio142,46000.00,20000,13,7452257204
Marianaparagon,45900.00,17000,17,6095933244
Polohovyi,45900.00,17000,17,7738431629
Alliluy_69,45780.00,16350,18,393891728
Ya_no123,45738.00,16940,17,7346639480
Caesar_illinois,45694.00,14740,21,577433158
anatoliyzabila,45600.00,12000,28,649892024
notbadhuh,45576.00,18990,14,6301149340
7817763189,45449.00,9670,37,7817763189
rat3user,45000.00,18000,15,339603907
Jenya1101,45000.00,18000,15,498875185
gabminhchau,44880.00,14960,20,5248950411
V_strateg,44800.00,32000,4,1002925630
alexotrop,44800.00,16000,18,5510502812
ChocoChimp8,44548.00,15910,18,1657471463
Vladimir_crypta,44512.00,34240,3,6234324905
Galech3,44352.00,15840,18,7406657380
Leontiqq,44302.00,13030,24,830806907
5219418205,44200.00,17000,16,5219418205
Mongthi,44200.00,17000,16,6145175929
gar_e,44200.00,13000,24,5909362817
Aleksandr_311075,44148.00,16980,16,1258719442
blackfishsqueak,44136.00,18390,14,497826352
Zheka07567,44100.00,21000,11,7531584352
eX_class,44000.00,22000,10,421732863
RullaVerg,44000.00,22000,10,7253922578
Aziz_Khairulloevich,43992.00,16920,16,745830824
rina_gerts,43700.00,19000,13,542943758
Nikipka,43620.00,14540,20,1596133844
barbabianca80,43578.00,16140,17,652478174
Dobisvn,43500.00,15000,19,1969925682
haryalonso22,43500.00,15000,19,789158120
6151852394,43470.00,18900,13,6151852394
loringer1,43470.00,14490,20,814396914
apexnftcore,43400.00,14000,21,1843882300
AlirezaGHASEMIDooST,43400.00,14000,21,347919089
CaiLin3,43400.00,14000,21,7174143013
aalwwn,43200.00,27000,6,554054791
AxelFoll,43200.00,18000,14,1554925473
1931614137,43200.00,18000,14,1931614137
kartuza,43200.00,18000,14,6161935167
yahboiji,43200.00,16000,17,5361039106
Takanashi_DevOps,43200.00,16000,17,627424052
eugenia_viola,43200.00,16000,17,7207785958
Sungep9,43200.00,16000,17,8009033356
Pocokongz,43200.00,16000,17,827319341
AnastaSea_jp,42960.00,17900,14,1350376997
saveliy595,42900.00,39000,1,6116664663
YURII_26,42900.00,39000,1,908538039
BigboyPelayo,42550.00,18500,13,7039478002
Antiohsky,42500.00,17000,15,346328057
vasyapeteckin,42500.00,17000,15,594914281
Pugalo800,42500.00,17000,15,5970833383
Cryptonoob2024,42500.00,17000,15,7743142853
taqqoosaka,42471.00,15730,17,5207196849
Semeru66,42417.00,15710,17,7324687725
Vitaleov,42300.00,9000,37,526649874
UmitbaevRus,42168.00,17570,14,383266379
Evgen8341,42144.00,17560,14,1872600825
magnojezer,42000.00,30000,4,7740872150
eva_9fox,42000.00,21000,10,627892609
6885164100,42000.00,21000,10,6885164100
ihorkhyzhniak,42000.00,15000,18,391242014
7935528632,42000.00,15000,18,7935528632
raf060996,42000.00,15000,18,874833607
g_o_l_d_en,42000.00,15000,18,877661422
Sahree_22,41832.00,23240,8,1880412567
Nahnahan,41832.00,14940,18,6506276060
archy_like,41800.00,22000,9,486517467
Serz1988,41800.00,19000,12,5201236225
Yonitop,41600.00,16000,16,5186845785
6514190463,41600.00,16000,16,6514190463
Lesha_edo,41600.00,13000,22,339913440
7182447200,41548.00,15980,16,7182447200
Misha11tari,41540.00,13400,21,5024404488
Hihayh,41520.00,13840,20,6498908670
coxmd,41400.00,18000,13,323745365
Quickmanlol,41400.00,18000,13,7055626263
Galaa111,41400.00,18000,13,7494003158
MaximusRoden,41392.00,15920,16,697767399
kapa48,41344.00,12160,24,557334514
SSP208,41292.00,13320,21,7192430222
max_b85,41209.00,14210,19,535690536
notcoin_az,41000.00,41000,0,2132563147
ihor_riabukha,40800.00,34000,2,380410690
Evgenia77,40800.00,17000,14,1704689362
arindammroy,40800.00,17000,14,680211471
gracenatalie7,40800.00,17000,14,7855543976
Limbarus,40800.00,17000,14,994098465
Barbality,40743.00,15090,17,6704541455
Bbmant,40680.00,16950,14,7291861935
MrSeVeR90,40600.00,14000,19,526232587
6207823431,40549.00,17630,13,6207823431
vanichart,40548.00,13080,21,452390659
Chifutamo,40500.00,15000,17,1424907823
Aldiansyahadiw,40500.00,15000,17,1633277894
Kotsamurai323,40500.00,15000,17,489857256
Pargatsingh111,40500.00,15000,17,6653035569
ulasha_m,40500.00,15000,17,911025792
1288660628,40300.00,31000,3,1288660628
Lumia_scam,40300.00,31000,3,6994622730
Ilya_nikifor0v,40136.00,13840,19,682288684
58868907,40000.00,40000,0,58868907
7206141984,40000.00,25000,6,7206141984
KENG_KENG15,40000.00,20000,10,2023210690
elvard96,40000.00,20000,10,808765796
LWRjTC,40000.00,16000,15,6761311371
NOSAINTS0000,40000.00,16000,15,7360508843
Kravets_O_O,39960.00,16650,14,335869079
OlgaLoseva,39904.00,13760,19,297235230
Vladisvels,39900.00,19000,11,5617525265
FAUSTIX_00,39900.00,19000,11,564764793
Imsent,39900.00,19000,11,576856587
kuvenov,39866.00,12860,21,187375325
GreenSneik09,39825.00,15930,15,7221231231
5595770208,39750.00,15900,15,5595770208
Suasuz,39744.00,16560,14,6416257002
alexgoodini13,39680.00,19840,10,7237970931
steel_man568,39600.00,36000,1,7996431060
7266834964,39600.00,33000,2,7266834964
dswalker,39600.00,18000,12,1102767766
prunus14,39600.00,18000,12,5236485840
teshameg_x,39600.00,18000,12,6964706976
Kate_scorpiosha,39598.00,15230,16,837999894
Fajarnandika,39584.00,12370,22,1884293257
Stas_Tsapurin,39572.00,15220,16,985874796
Andreirebit,39564.00,18840,11,1685257925
mikesvetlov,39234.00,15090,16,835790243
juboms17,39225.00,15690,15,6476228249
mnb550,39200.00,28000,4,319926394
Kko_kalter,39200.00,28000,4,430119360
andrey076V,39200.00,14000,18,1459199023
Babayaga1512,39200.00,14000,18,5346137293
maslena92,39100.00,23000,7,109588940
wise79RF,39100.00,17000,13,1026223523
ken667788,39100.00,17000,13,1480317913
Shubham639409,39100.00,17000,13,1914902631
TramoJx,39100.00,17000,13,5691196773
Marina_tigra1974,39100.00,17000,13,875709950
Nearsight1,39034.00,13460,19,6651784029
DemonLord0909,39000.00,15000,16,1886892819
zboom09,39000.00,15000,16,2091907696
Quint0721,39000.00,15000,16,5489642824
klochkov_kirill,39000.00,15000,16,728677164
Senior_Bd,39000.00,15000,16,988254193
mindmastering,39000.00,13000,20,528852287
tunguyen290794,38955.00,11130,25,6377411137
Altonxyz,38829.00,18490,11,2011799579
ttazzikk,38720.00,19360,10,369064921
Pyroblast14,38714.00,14890,16,1995584016
alialtintop,38709.00,11730,23,1376914097
Cybatta,38700.00,12900,20,5377793873
mr_telekilogram,38700.00,10750,26,874149696
Starenesha,38696.00,13820,18,314600063
DuoqLe,38657.00,12470,21,1024238422
YevheniyDemchenko,38588.00,17540,12,995743974
Dedpool777,38568.00,16070,14,527196465
Wetal_Che,38500.00,35000,1,437573696
POKER_FACE_85,38500.00,35000,1,7349091460
Ivaivan0,38400.00,24000,6,7004917176
GinebraMordo,38400.00,24000,6,7690665393
Kons_Karanikolas,38400.00,16000,14,1504890512
antoooond,38400.00,16000,14,171948016
BabyR96,38400.00,16000,14,5082632798
5880147663,38400.00,16000,14,5880147663
sveto_therapy,38400.00,16000,14,6154531879
leomurphy3,38400.00,16000,14,7573489646
7661610291,38400.00,16000,14,7661610291
YariloYaroslav,38181.00,11570,23,1573367502
sparkledao,38136.00,31780,2,6653657312
Evgeniaven77,38000.00,20000,9,828307911
RekrekStaana,38000.00,19000,10,5087347395
esmn99,37800.00,27000,4,1873944
5138278027,37800.00,18000,11,5138278027
Ladangcuan04,37800.00,18000,11,7769420595
akochkurkin,37800.00,14000,17,264951236
7154489274,37800.00,14000,17,7154489274
7771462247,37800.00,14000,17,7771462247
2082693125,37700.00,13000,19,2082693125
OxJerico,37700.00,13000,19,5634463684
haruhifree,37700.00,13000,19,7244847937
notkass,37632.00,31360,2,304264566
7182300119,37611.00,13930,17,7182300119
MadhatW,37600.00,15040,15,2105035393
Hychick,37576.00,13420,18,503643382
VlSerg1,37560.00,18780,10,815875708
NRachm,37530.00,12510,20,311479019
BiglianiTom,37500.00,15000,15,1834953983
Stegbert,37492.00,14420,16,331398502
7927066327,37422.00,17820,11,7927066327
6588200977,37410.00,12900,19,6588200977
Kkhhkkhhkkhk,37400.00,34000,1,1310288265
TylerCMMon,37400.00,34000,1,7531801816
7576246986,37400.00,22000,7,7576246986
Revtyuh,37400.00,17000,12,1544581622
dimas_13s,37400.00,17000,12,667838627
meks1kanec1337,37400.00,11000,24,999615889
5783427284,37312.00,16960,12,5783427284
fismoluni,37200.00,31000,2,251004942
sparkle_DAO,37200.00,31000,2,6631792962
G_r_z_ly,37142.00,26530,4,6173986981
AndreyKar,36960.00,16800,12,408268536
Dimanyga,36936.00,13680,17,1786782993
sychPort,36925.00,14770,15,1765201149
Savelyev_I,36850.00,14740,15,163239610
jroslav_111,36800.00,16000,13,1865569358
ThienQuoc89,36800.00,16000,13,1910111621
zen_serg,36800.00,16000,13,567477719
CryptoDogsM,36800.00,16000,13,6781400746
Crumbydino,36800.00,16000,13,7930518291
Nylemor20,36743.00,12670,19,7469867575
Oleo_Sss,36708.00,26220,4,442643315
dmface,36666.00,17460,11,475113078
kydoxzol,36651.00,19290,9,482686606
sw_iceman,36400.00,28000,3,552752256
zmwmkm4y,36400.00,28000,3,5963698016
PavelSuv,36400.00,14000,16,1127537422
YuriiSergi,36400.00,14000,16,1755907034
Corobock,36400.00,14000,16,553850350
sunRiseTheGod,36400.00,14000,16,5764301662
Daniil02112011,36400.00,14000,16,6785642602
artemvlko,36400.00,13000,18,1098208241
SultanKaizen,36400.00,13000,18,1271218717
prominimal,36400.00,13000,18,485503380
5908090045,36300.00,33000,1,5908090045
JellyBean85,36300.00,33000,1,812064700
Evgen_Dzek,36271.00,15770,13,5267151239
MyNameNoName1980,36270.00,13950,16,693934482
simosha10,36080.00,16400,12,5182570669
VitosVo,36000.00,36000,0,1838223811
TK43j2c6sZ,36000.00,36000,0,5302704331
ZeroDecibel,36000.00,36000,0,6029274073
emerpuss29,36000.00,20000,8,5764942661
Bogol77,36000.00,20000,8,6863120113
n_i_n_a_o,36000.00,20000,8,793283539
Barry_Fung,36000.00,18000,10,419642695
6353746920,36000.00,18000,10,6353746920
samaraoh,36000.00,18000,10,6800547719
8017785357,36000.00,18000,10,8017785357
Jenek201,36000.00,15000,14,1915013858
Alenka_Ce,36000.00,15000,14,598876057
EzekielBradDragneel,36000.00,15000,14,6642884489
PosleBog,36000.00,15000,14,7001361911
Crosant95,36000.00,12000,20,6391527666
danisaur14,35880.00,14950,14,1206207412
DemonicLord09,35857.00,15590,13,6749168092
kemalikaa,35784.00,12780,18,7151339070
Vladimir_Arkatov,35775.00,13250,17,269565228
Alexeyt78,35750.00,14300,15,5375481757
DLeclairGrafton,35740.00,17870,10,5277599360
jack5daniels,35700.00,21000,7,1279626845
zhenyatevo,35700.00,17000,11,1056950131
rania0709,35700.00,17000,11,6587515336
ymka_jk,35700.00,17000,11,796224140
UA6NP,35700.00,17000,11,966454304
messiah_05,35574.00,16170,12,6380883426
LLassssss,35535.00,15450,13,5845373356
Buttehnikaa,35490.00,13650,16,6675115293
Artur_Bender5332,35200.00,32000,1,1726313563
chdsk,35200.00,16000,12,464479046
CrypTugi1988,35200.00,16000,12,5001167835
McRichelle,35200.00,16000,12,5183688393
6157071256,35200.00,16000,12,6157071256
pacganern123,35200.00,16000,12,7742096321
Pogizy3,35200.00,16000,12,7775578003
VladimirrrSG,35100.00,27000,3,576729743
A_4884_A,35100.00,13000,17,109050133
Vitaliy179,35100.00,13000,17,1145164565
consterion,35100.00,13000,17,273198411
vvertsman,35000.00,14000,15,124668969
darrio_real,35000.00,14000,15,5583426818
BUDDA74,35000.00,14000,15,5909816657
DAMA2305,35000.00,14000,15,681913631
desiyandri,35000.00,14000,15,7268229478
AxelCalfary,34875.00,13950,15,1029913001
sergidji,34800.00,29000,2,5115231282
RickySanchz,34740.00,19300,8,7000856934
Olraknav,34640.00,17320,10,7142962960
Aryarh11,34587.00,12810,17,125738707
avax36,34500.00,15000,13,1006813512
Comesuks3s,34500.00,15000,13,5808982130
Frey_x,34500.00,15000,13,625080433
choponata,34500.00,15000,13,6908532167
7539685593,34500.00,15000,13,7539685593
ToanHK,34293.00,14910,13,1386678163
7491635573,34232.00,15560,12,7491635573
oZoransky,34225.00,13690,15,353688937
liprik0n,34200.00,19000,8,449360979
lenochkapremudraya,34200.00,18000,9,1068793041
Azurester,34200.00,18000,9,5600580750
yalomask,34200.00,18000,9,846523374
RB116,34188.00,15540,12,407926679
alabamagee,34100.00,31000,1,6196384305
yd_alabama,34100.00,31000,1,981404733
Leejinki14,34068.00,10020,24,1122121674
G71Igor,34000.00,17000,10,1281717248
dungdior,34000.00,17000,10,1635111248
Erisinka,34000.00,17000,10,8176928815
Mrdhans,34000.00,10000,24,1183922288
Tracker878,33984.00,18880,8,1406391782
UpViewMarketing,33957.00,30870,1,730151615
jibo904,33930.00,18850,8,740609415
Aslanij,33925.00,13570,15,340517801
Mitja_93,33800.00,13000,16,408322241
mtsmtsa,33800.00,13000,16,6806488674
SpoG14,33800.00,13000,16,7179114624
Grinoder,33800.00,13000,16,877607411
7140465531,33735.00,25950,3,7140465531
arxiok,33649.00,17710,9,485629736
Artem000_08,33600.00,28000,2,6963273911
Artem000_09,33600.00,28000,2,7114482651
SATRIGEN,33600.00,16000,11,1782731867
Partyzan123,33600.00,16000,11,87429490
Esmi8_2,33600.00,14000,14,1575138910
flowcc,33600.00,14000,14,377081320
Genos1007,33600.00,14000,14,6676489605
nrey_ad,33600.00,12000,18,551242049
xHardBeastYGG,33600.00,12000,18,7414719808
7555309305,33600.00,12000,18,7555309305
6042022356,33304.00,14480,13,6042022356
Tat_Zhar,33303.00,19590,7,6440526213
sodnik87,33264.00,12320,17,409451155
rla78,33263.00,11470,19,6398099225
Ky39l1,33240.00,13850,14,1510775066
KIZILELMAmc,33170.00,10700,21,1213970505
phongzis,33147.00,11430,19,7434172124
DedikAlles,33072.00,13780,14,556602475
8306987127,33072.00,12720,16,8306987127
Eidolon2244,33000.00,33000,0,490031968
7378360004,33000.00,22000,5,7378360004
Andrey_199507,33000.00,15000,12,1695255828
NatalyaUA,33000.00,15000,12,306681667
Keniu14,33000.00,15000,12,5239126731
5395477770,33000.00,15000,12,5395477770
ad_targ3t,33000.00,15000,12,684841725
EvroMaks,33000.00,15000,12,827237984
Kheya0099,33000.00,11000,20,6762330071
natalie12348,32838.00,12630,16,6909387427
ilyvh,32604.00,14820,12,6374314779
logos109,32508.00,15480,11,5306116141
reamfer,32500.00,25000,3,1015154256
Ivanushka83,32500.00,13000,15,1367535339
5382849152,32500.00,13000,15,5382849152
Damir9173,32500.00,13000,15,931711208
Zem_Alexander,32400.00,27000,2,1134432663
kenash,32400.00,27000,2,1911395018
7817153138,32400.00,27000,2,7817153138
Sapyanina21,32400.00,18000,8,5102916842
Fhear31,32400.00,12000,17,5406478589
TheVitalSuper,32400.00,12000,17,900172846
brianhillas,32373.00,9810,23,7182034842
TYqqbZ,32318.00,12430,16,7346721989
Aziat_Dikiy,32300.00,19000,7,1126565403
6041999738,32300.00,17000,9,6041999738
7005930628,32235.00,15350,11,7005930628
Onixkhv,32200.00,23000,4,746228154
Ksu_Vicious,32200.00,14000,13,1333929693
nunocsampaio,32200.00,14000,13,1519014618
GreenGT,32200.00,14000,13,185701209
humbleoudman,32200.00,14000,13,6558292429
6650014218,32200.00,14000,13,6650014218
7143402401,32130.00,18900,7,7143402401
alex61354024,32084.00,12340,16,5658187060
LordBonxi,32064.00,13360,14,5110638937
zloyguru,32004.00,15240,11,332817170
mIkezit0_0,32000.00,16000,10,1204237213
Notasete,32000.00,16000,10,773127581
5247436344,32000.00,12800,15,5247436344
oleksandracherednychenko73,31914.00,11820,17,7799055757
Nnfinee,31901.00,13870,13,1364702238
8094269977,31900.00,29000,1,8094269977
682071409,31900.00,11000,19,682071409
ob752,31900.00,11000,19,7135696522
1177379524,31832.00,13840,13,1177379524
vicdev80,31800.00,13250,14,874405516
iMitz6,31616.00,12160,16,5342480325
Heavy_Drink,31570.00,14350,12,6875912127
yosoyHaris,31512.00,12120,16,5391246677
Leo87_leo,31500.00,21000,5,5929939789
vladddd125,31500.00,21000,5,7542395508
Ganemosalapar,31500.00,15000,11,5301703392
mechanic47ru,31500.00,15000,11,6663619473
SergeySabanov,31500.00,9000,25,504342674
Mohebi1339,31500.00,9000,25,6460027972
s2a1n,31464.00,17480,8,407210368
shalenniy,31426.00,16540,9,187660651
6942047377,31220.00,15610,10,6942047377
Quaker63,31200.00,26000,2,5892389797
Rikirikardo2009,31200.00,24000,3,1118953056
7468714637,31200.00,24000,3,7468714637
goldone369,31200.00,13000,14,239466521
killtheplanet,31200.00,13000,14,683611750
Gotfather126,31200.00,13000,14,812108041
mariolla25,31200.00,13000,14,880520960
LewanowP,31200.00,12000,16,1036009578
Angry_1,31200.00,12000,16,325423439
Abbylot,31200.00,12000,16,6445036450
7367467907,31200.00,12000,16,7367467907
brainqdead,30951.00,16290,9,372055503
Artem000_07,30800.00,28000,1,6367466725
ND_1L,30800.00,22000,4,1557464414
ArinaK03,30800.00,22000,4,6833078755
Martinaska,30800.00,22000,4,7981801984
Frienki_Loman,30800.00,14000,12,1882854320
348881016,30800.00,14000,12,348881016
6975353066,30800.00,14000,12,6975353066
Weltenbummler_2019,30765.00,14650,11,1860533608
genogeno1989,30740.00,15370,10,7410469047
Wongfhei,30706.00,11810,16,6351905066
RomanovaOlgaTG,30624.00,10560,19,5121476206
OlegNovikov0111,30600.00,17000,8,5344766592
7243971091,30576.00,10920,18,7243971091
vov4ik_st,30500.00,12200,15,597264948
iceisaitsme,30500.00,12200,15,859137803
Angel909090909,30440.00,15220,10,1827560234
volfgant_fr,30400.00,19000,6,678443651
7802823206,30400.00,16000,9,7802823206
Kraken_Khan,30272.00,13760,12,388884475
jszairdrops,30272.00,13760,12,7998533467
afrizal222,30252.00,25210,2,1967324429
silverplus81,30160.00,10400,19,1451452759
bookberlet,30096.00,13680,12,6539980625
7621971050,30093.00,14330,11,7621971050
7957438831,30000.00,30000,0,7957438831
Ivan_ves,30000.00,25000,2,8244793545
Dmc_88,30000.00,15000,10,6419109512
5734472772,30000.00,12000,15,5734472772
NikitaKOTnikitos,30000.00,12000,15,6866728014
MoneyForYou99,30000.00,12000,15,777256257
charLeeTzy,30000.00,10000,20,5344275493
5381723872,30000.00,10000,20,5381723872
KhalRandy,29980.00,14990,10,5863432725
SKserge,29957.00,10330,19,1442295192
dimspradipta,29900.00,13000,13,162771742
2132969332,29900.00,13000,13,2132969332
Zondercom,29900.00,13000,13,371402839
